"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0ChangedEval","img0FirstEval","img0LastEval","img1","img1ChangedEval","img1FirstEval","img1LastEval","img2","img2ChangedEval","img2FirstEval","img2LastEval","img3","img3ChangedEval","img3FirstEval","img3LastEval","img4","img4ChangedEval","img4FirstEval","img4LastEval","img5","img5ChangedEval","img5FirstEval","img5LastEval","img6","img6ChangedEval","img6FirstEval","img6LastEval","img7","img7ChangedEval","img7FirstEval","img7LastEval","img8","img8ChangedEval","img8FirstEval","img8LastEval","img9","img9ChangedEval","img9FirstEval","img9LastEval","income","moral1","moral2","moral3","moral4","moral5","moral6","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","priceTreatment","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","study1End","study2End","studyEnd","openEnded","condition","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","moral1V","moral2V","moral3V","moral4V","moral5V","moral6V","agencyV","patiencyV","moralV","artV","img0changeEvalTmp","img0initialEvalTmp","img0finalEvalTmp","img1changeEvalTmp","img1initialEvalTmp","img1finalEvalTmp","img2changeEvalTmp","img2initialEvalTmp","img2finalEvalTmp","img3changeEvalTmp","img3initialEvalTmp","img3finalEvalTmp","img4changeEvalTmp","img4initialEvalTmp","img4finalEvalTmp","img5changeEvalTmp","img5initialEvalTmp","img5finalEvalTmp","img6changeEvalTmp","img6initialEvalTmp","img6finalEvalTmp","img7changeEvalTmp","img7initialEvalTmp","img7finalEvalTmp","img8changeEvalTmp","img8initialEvalTmp","img8finalEvalTmp","img9changeEvalTmp","img9initialEvalTmp","img9finalEvalTmp","img8changeEvalV","img8initialEvalV","img8finalEvalV","img10changeEvalV","img10initialEvalV","img10finalEvalV","img3changeEvalV","img3initialEvalV","img3finalEvalV","img4changeEvalV","img4initialEvalV","img4finalEvalV","img5changeEvalV","img5initialEvalV","img5finalEvalV","img6changeEvalV","img6initialEvalV","img6finalEvalV","img1changeEvalV","img1initialEvalV","img1finalEvalV","img9changeEvalV","img9initialEvalV","img9finalEvalV","img7changeEvalV","img7initialEvalV","img7finalEvalV","img2changeEvalV","img2initialEvalV","img2finalEvalV","initEvalV","finalEvalV","changeEvalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"201",239,1990,"Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Extremely","No","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Graduate degree","Female",4,"False",-1,200,8,"False",-1,600,7,"False",-1,100,3,"False",-1,700,1,"False",-1,1000,9,"False",-1,600,6,"False",-1,600,10,"False",-1,400,5,"False",-1,300,2,"False",-1,500,"$40,000-$59,999","Not at all","Not at all","Extremely","Slightly","Slightly","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Max","5f8b2322ec8f482166019302","Other","6059aeac167de2e0b9d6fd70","605990fadf3c32e5e48028c8","{'attCheckEnd': 453223, 'consentEnd': 28662, 'demographicsEnd': 512684, 'introEnd': 306917, 'study0End': 383367, 'study1End': 401435, 'study2End': 422184, 'studyEnd': 442376}","post",453223,28662,512684,306917,383367,401435,422184,442376,"They were fine, nice art, but the value is low becasue they are computer generated.","Max",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,1,1,0.166666666666667,0,1.16666666666667,2,0,200,200,0,600,600,0,100,100,0,700,700,0,1000,1000,0,600,600,0,600,600,0,400,400,0,300,300,0,500,500,0,600,600,0,400,400,0,700,700,0,200,200,0,300,300,0,600,600,0,1000,1000,0,600,600,0,100,100,0,500,500,500,500,0,0,1,2,0,0,0,0.5,31
"202",241,1972,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Yes","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","No","Bachelor's degree or lower","Female",4,"False",-1,2000,5,"False",-1,3500,1,"False",-1,1200,7,"False",-1,400,6,"False",-1,5600,8,"False",-1,700,9,"False",-1,1000,3,"False",-1,2000,2,"False",-1,2300,10,"False",-1,6600,"$100,000-$150,000","Not at all","Not at all","Somewhat","Moderately","Moderately","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat conservative","No","Min","5f90849f0794511514004e6b","Caucasian","605ab7e1647d6644665aceaa","605990fadf3c32e5e48028c8","{'attCheckEnd': 287819, 'consentEnd': 16152, 'demographicsEnd': 390240, 'introEnd': 51697, 'study0End': 193319, 'study1End': 213118, 'study2End': 243418, 'studyEnd': 271200}","post",287819,16152,390240,51697,193319,213118,243418,271200,"They looked like they were done in the manner of other artists.","Min",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,1.66666666666667,0,0,2000,2000,0,3500,3500,0,1200,1200,0,400,400,0,5600,5600,0,700,700,0,1000,1000,0,2000,2000,0,2300,2300,0,6600,6600,0,700,700,0,6600,6600,0,2000,2000,0,2000,2000,0,3500,3500,0,5600,5600,0,1200,1200,0,1000,1000,0,400,400,0,2300,2300,2530,2530,0,4,2,4,4,4,4,3.66666666666667,49
"203",243,1994,"Not at all","Not at all","Not at all","Slightly","Not at all","Slightly","Moderately","Yes","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","No","Bachelor's degree or lower","Female",8,"False",-1,300,3,"False",-1,400,7,"False",-1,200,4,"False",-1,400,2,"False",-1,500,1,"True",700,700,9,"False",700,800,5,"False",700,800,6,"False",700,600,10,"False",700,600,"$40,000-$59,999","Not at all","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Liberal","No","Min","5f9379e95a2a93158a3c598a","Hispanic","6059ac978862a2f5484cfe2c","605990fadf3c32e5e48028c8","{'attCheckEnd': 235582, 'consentEnd': 26246, 'demographicsEnd': 295150, 'introEnd': 54054, 'study0End': 172006, 'study1End': 193070, 'study2End': 206726, 'studyEnd': 218334}","post",235582,26246,295150,54054,172006,193070,206726,218334,"I think they were good and looked realistic.","Min",0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333333333333333,0,0.166666666666667,2,0,300,300,0,400,400,0,200,200,0,400,400,0,500,500,0,700,700,0,800,800,0,800,800,0,600,600,0,600,600,0,300,300,0,600,600,0,400,400,0,400,400,0,800,800,0,600,600,0,700,700,0,800,800,0,200,200,0,500,500,530,530,0,2,2,2,4,2,2,2.33333333333333,27
"204",245,1965,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Yes","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Yes","Associate degree or lower","Male",5,"False",-1,100,4,"False",-1,100,1,"False",-1,200,2,"False",-1,100,9,"False",-1,300,8,"False",-1,100,10,"False",-1,100,3,"False",-1,200,7,"False",-1,100,6,"False",-1,400,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Max","5f99a9a8a1558603b27e39e5","Caucasian","605ab72bfa0aee2b4cea3bc4","605990fadf3c32e5e48028c8","{'attCheckEnd': 266478, 'consentEnd': 6541, 'demographicsEnd': 371497, 'introEnd': 37357, 'study0End': 176304, 'study1End': 204684, 'study2End': 224689, 'studyEnd': 242331}","post",266478,6541,371497,37357,176304,204684,224689,242331,"I would have put ZERO if it would allow me to. That's NOT art!","Max",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,200,200,0,100,100,0,300,300,0,100,100,0,100,100,0,200,200,0,100,100,0,400,400,0,100,100,0,100,100,0,200,200,0,100,100,0,100,100,0,400,400,0,200,200,0,300,300,0,100,100,0,100,100,170,170,0,2,2,0,2,0,2,1.33333333333333,56
"205",246,1977,"Somewhat","Moderately","Extremely","Moderately","Moderately","Moderately","Not at all","Yes","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Yes","Graduate degree","Male",4,"False",-1,500,3,"False",-1,400,5,"False",-1,4000,1,"False",-1,500,2,"False",-1,200,7,"False",-1,100,9,"False",-1,500,10,"False",-1,100,8,"False",-1,1300,6,"False",-1,500,"$100,000-$150,000","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Max","5f9b13feb3e73b17096bc8f6","","6059b4c7adf55763a38da2c9","605990fadf3c32e5e48028c8","{'attCheckEnd': 169043, 'consentEnd': 10114, 'demographicsEnd': 221673, 'introEnd': 25863, 'study0End': 103298, 'study1End': 123188, 'study2End': 138499, 'studyEnd': 153216}","post",169043,10114,221673,25863,103298,123188,138499,153216,"they looked like real but if you are cultured enough, you can tell they are fake. ","Max",2,3,4,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0.333333333333333,0,0,500,500,0,400,400,0,4000,4000,0,500,500,0,200,200,0,100,100,0,500,500,0,100,100,0,1300,1300,0,500,500,0,1300,1300,0,100,100,0,400,400,0,500,500,0,4000,4000,0,500,500,0,500,500,0,500,500,0,100,100,0,200,200,810,810,0,2,0,0,2,2,0,1,44
"206",247,1999,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Extremely","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","No","Some college","Female",7,"False",-1,2000,6,"False",-1,4500,10,"False",-1,4500,9,"False",-1,6500,1,"False",-1,6700,3,"False",-1,3200,2,"False",-1,3000,8,"False",-1,4500,5,"False",-1,4500,4,"False",-1,2600,"Prefer not to respond","Not at all","Not at all","Somewhat","Slightly","Extremely","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Liberal","No","Max","5fa6006c1355231e6094a472","Asian","605a97163d14e02239115a01","605990fadf3c32e5e48028c8","{'attCheckEnd': 207716, 'consentEnd': 18640, 'demographicsEnd': 251264, 'introEnd': 38201, 'study0End': 154707, 'study1End': 175914, 'study2End': 187652, 'studyEnd': 200928}","post",207716,18640,251264,38201,154707,175914,187652,200928,"","Max",0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,1,4,2,0,0,1.5,3,0,2000,2000,0,4500,4500,0,4500,4500,0,6500,6500,0,6700,6700,0,3200,3200,0,3000,3000,0,4500,4500,0,4500,4500,0,2600,2600,0,4500,4500,0,4500,4500,0,3200,3200,0,2600,2600,0,4500,4500,0,4500,4500,0,6700,6700,0,6500,6500,0,2000,2000,0,3000,3000,4200,4200,0,0,0,0,1,0,0,0.166666666666667,22
"207",248,1992,"Moderately","Somewhat","Somewhat","Extremely","Not at all","Moderately","Extremely","No","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","No","Associate degree or lower","Female",5,"False",-1,900,7,"False",-1,700,4,"False",-1,1200,2,"False",-1,1000,3,"False",-1,1300,8,"False",-1,1800,9,"False",-1,1300,6,"False",-1,800,10,"False",-1,1100,1,"False",-1,800,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Mean","5fa7ffb8ad1a455d29dfebf3","Caucasian","605a97d541a68825a910e8b1","605990fadf3c32e5e48028c8","{'attCheckEnd': 180313, 'consentEnd': 5150, 'demographicsEnd': 240224, 'introEnd': 19694, 'study0End': 48056, 'study1End': 64018, 'study2End': 74181, 'studyEnd': 160679}","pre",180313,5150,240224,19694,48056,64018,74181,160679,"Some of them were very beautiful!","Pre",3,2,2,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,2,0,900,900,0,700,700,0,1200,1200,0,1000,1000,0,1300,1300,0,1800,1800,0,1300,1300,0,800,800,0,1100,1100,0,800,800,0,1800,1800,0,1100,1100,0,1300,1300,0,1200,1200,0,900,900,0,800,800,0,800,800,0,1300,1300,0,700,700,0,1000,1000,1090,1090,0,1,2,1,2,0,0,1,29
"208",249,1976,"Moderately","Not at all","Not at all","Moderately","Not at all","Not at all","Moderately","Yes","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","No","Some college","Female",10,"False",-1,2000,1,"False",-1,5500,4,"False",-1,3900,9,"False",-1,1300,7,"False",-1,1700,3,"False",-1,1400,6,"False",-1,2800,2,"False",-1,2300,5,"False",-1,2900,8,"False",-1,2400,"Less than $20,000","Not at all","Not at all","Moderately","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Moderate","No","Mean","5fb3224238ecb8a40fdd1685","Caucasian","605ab8748a49a9b4df736d42","605990fadf3c32e5e48028c8","{'attCheckEnd': 359965, 'consentEnd': 17011, 'demographicsEnd': 448257, 'introEnd': 40328, 'study0End': 63642, 'study1End': 150244, 'study2End': 179962, 'studyEnd': 345410}","pre",359965,17011,448257,40328,63642,150244,179962,345410,"This was very interesting and enjoyable. I want to thank you.","Pre",3,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,3,0,2,0,1,0,0.833333333333333,2,0,2000,2000,0,5500,5500,0,3900,3900,0,1300,1300,0,1700,1700,0,1400,1400,0,2800,2800,0,2300,2300,0,2900,2900,0,2400,2400,0,2400,2400,0,2000,2000,0,1400,1400,0,3900,3900,0,2900,2900,0,2800,2800,0,5500,5500,0,1300,1300,0,1700,1700,0,2300,2300,2620,2620,0,1,1,1,2,1,2,1.33333333333333,45
"209",251,1995,"Moderately","Somewhat","Moderately","Somewhat","Extremely","Somewhat","Moderately","No","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Yes","Associate degree or lower","Male",8,"True",1100,100,3,"False",1100,100,7,"False",1100,100,5,"False",1100,200,6,"False",1100,300,2,"False",1100,200,10,"False",1100,100,1,"False",1100,200,4,"False",1100,100,9,"False",1100,400,"$60,000-$79,999","Somewhat","Extremely","Moderately","Somewhat","Moderately","Moderately","Not at all","Moderately","Moderately","Slightly","Slightly","Not at all","Somewhat","Somewhat liberal","No","Min","5fb7c36d2b02f03b4a9c5a73","Other","6059be5b2cb21abbb31de6e4","605990fadf3c32e5e48028c8","{'attCheckEnd': 228058, 'consentEnd': 15640, 'demographicsEnd': 282073, 'introEnd': 45434, 'study0End': 149175, 'study1End': 174988, 'study2End': 190364, 'studyEnd': 215489}","post",228058,15640,282073,45434,149175,174988,190364,215489,"","Min",3,2,3,2,4,2,3,0,3,3,1,1,0,2,2,4,3,2,3,3,2.66666666666667,1.33333333333333,2.83333333333333,2.5,-1000,1100,100,0,100,100,0,100,100,0,200,200,0,300,300,0,200,200,0,100,100,0,200,200,0,100,100,0,400,400,-1000,1100,100,0,100,100,0,100,100,0,100,100,0,200,200,0,300,300,0,200,200,0,400,400,0,100,100,0,200,200,280,180,-100,0,1,0,0,0,0,0.166666666666667,26
"210",252,1977,"Slightly","Somewhat","Moderately","Moderately","Moderately","Somewhat","Extremely","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Some college","Male",1,"False",-1,3500,8,"True",2400,3000,3,"True",2500,3200,10,"False",2500,3700,4,"False",2500,4000,5,"False",2500,2900,7,"False",2500,4000,2,"False",2500,3000,6,"False",2500,6000,9,"False",2500,5600,"$40,000-$59,999","Not at all","Not at all","Moderately","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Moderate","No","Max","5fb7dd473afbb1033b491811","Caucasian","605ab6d3e323cd661bf0b53a","605990fadf3c32e5e48028c8","{'attCheckEnd': 410667, 'consentEnd': 15004, 'demographicsEnd': 464906, 'introEnd': 38632, 'study0End': 277501, 'study1End': 319088, 'study2End': 336150, 'studyEnd': 353408}","post",410667,15004,464906,38632,277501,319088,336150,353408,"I thought many of the images were fantastic and am very surprised AI created them. ","Max",1,2,3,3,3,2,4,0,0,0,0,0,0,1,0,0,3,0,1,0,2.33333333333333,0,0.666666666666667,2.5,0,3500,3500,600,2400,3000,700,2500,3200,0,3700,3700,0,4000,4000,0,2900,2900,0,4000,4000,0,3000,3000,0,6000,6000,0,5600,5600,600,2400,3000,0,3700,3700,700,2500,3200,0,4000,4000,0,2900,2900,0,6000,6000,0,3500,3500,0,5600,5600,0,4000,4000,0,3000,3000,3760,3890,130,0,0,0,0,0,0,0,44
"211",254,2002,"Somewhat","Slightly","Extremely","Moderately","Moderately","Extremely","Extremely","No","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","No","High school or lower","Male",3,"False",-1,200,4,"False",-1,600,6,"False",-1,800,1,"False",-1,500,8,"False",-1,700,9,"False",-1,1000,5,"False",-1,300,7,"False",-1,100,10,"False",-1,500,2,"False",-1,400,"$60,000-$79,999","Not at all","Not at all","Moderately","Slightly","Somewhat","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Extremely","Moderate","No","Mean","5fbdeff4c07497273f7e0544","Hispanic","605ab89c884a8e3afeb68d16","605990fadf3c32e5e48028c8","{'attCheckEnd': 209749, 'consentEnd': 15949, 'demographicsEnd': 270953, 'introEnd': 37228, 'study0End': 144947, 'study1End': 166210, 'study2End': 182873, 'studyEnd': 197699}","post",209749,15949,270953,37228,144947,166210,182873,197699,"I honestly would've thought different people actually painted them. That's amazing.","Median",2,1,4,3,3,4,4,0,0,0,0,0,0,4,0,0,3,1,2,1,2.83333333333333,0,1.16666666666667,4,0,200,200,0,600,600,0,800,800,0,500,500,0,700,700,0,1000,1000,0,300,300,0,100,100,0,500,500,0,400,400,0,700,700,0,500,500,0,200,200,0,600,600,0,300,300,0,800,800,0,500,500,0,1000,1000,0,100,100,0,400,400,510,510,0,1,1,0,3,0,0,0.833333333333333,19
"212",255,1969,"Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","No","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","No","Some college","Female",6,"True",2900,2100,2,"True",500,1000,9,"True",3300,1600,3,"False",3300,1000,8,"True",4200,1800,1,"True",5400,2500,7,"True",6200,2500,5,"True",7100,3200,10,"False",7100,1100,4,"True",6300,3400,"Less than $20,000","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Somewhat liberal","No","Mean","5fc389e2c42314669487410a","Caucasian","605ab83dc3f5c7bba8b52117","605990fadf3c32e5e48028c8","{'attCheckEnd': 465872, 'consentEnd': 43238, 'demographicsEnd': 558080, 'introEnd': 84156, 'study0End': 123695, 'study1End': 149111, 'study2End': 182644, 'studyEnd': 436311}","pre",465872,43238,558080,84156,123695,149111,182644,436311,"quite good","Pre",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-800,2900,2100,500,500,1000,-1700,3300,1600,0,1000,1000,-2400,4200,1800,-2900,5400,2500,-3700,6200,2500,-3900,7100,3200,0,1100,1100,-2900,6300,3400,-2400,4200,1800,0,1100,1100,0,1000,1000,-2900,6300,3400,-3900,7100,3200,-800,2900,2100,-2900,5400,2500,-1700,3300,1600,-3700,6200,2500,500,500,1000,3800,2020,-1780,0,0,0,3,0,0,0.5,52
"213",257,2001,"Moderately","Slightly","Not at all","Somewhat","Not at all","Not at all","Not at all","No","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","No","Some college","Female",8,"False",-1,500,1,"False",-1,900,7,"False",-1,700,5,"False",-1,5000,6,"False",-1,1700,4,"False",-1,800,10,"False",-1,1800,2,"False",-1,1000,3,"False",-1,1000,9,"False",-1,500,"Prefer not to respond","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Mean","5fc6f5a9c0eaac11492237c1","African American","6059bbe16bb307affd702ad0","605990fadf3c32e5e48028c8","{'attCheckEnd': 497674, 'consentEnd': 19346, 'demographicsEnd': 563935, 'introEnd': 240739, 'study0End': 437488, 'study1End': 457489, 'study2End': 472165, 'studyEnd': 485468}","post",497674,19346,563935,240739,437488,457489,472165,485468,"","Median",3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,500,0,900,900,0,700,700,0,5000,5000,0,1700,1700,0,800,800,0,1800,1800,0,1000,1000,0,1000,1000,0,500,500,0,500,500,0,1800,1800,0,1000,1000,0,800,800,0,5000,5000,0,1700,1700,0,900,900,0,500,500,0,700,700,0,1000,1000,1390,1390,0,2,2,3,3,1,1,2,20
"214",258,2000,"Moderately","Moderately","Moderately","Moderately","Extremely","Moderately","Somewhat","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Yes","Some college","Male",8,"True",1000,800,9,"False",1000,400,4,"False",1000,200,3,"True",800,700,1,"True",600,500,5,"False",600,500,6,"False",600,500,10,"False",600,900,7,"True",300,400,2,"False",300,400,"$40,000-$59,999","Somewhat","Somewhat","Somewhat","Somewhat","Moderately","Moderately","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Somewhat liberal","No","Min","5fca9266ba48b36c6e8198e3","Hispanic","605a977a17a70f5e6c828e32","605990fadf3c32e5e48028c8","{'attCheckEnd': 419304, 'consentEnd': 15259, 'demographicsEnd': 513792, 'introEnd': 60946, 'study0End': 256153, 'study1End': 281778, 'study2End': 390554, 'studyEnd': 406418}","post",419304,15259,513792,60946,256153,281778,390554,406418,"Hard to believe that the images were created by an AI program","Min",3,3,3,3,4,3,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3.16666666666667,1,2.33333333333333,1.5,-200,1000,800,0,400,400,0,200,200,-100,800,700,-100,600,500,0,500,500,0,500,500,0,900,900,100,300,400,0,400,400,-200,1000,800,0,900,900,-100,800,700,0,200,200,0,500,500,0,500,500,-100,600,500,0,400,400,100,300,400,0,400,400,560,530,-30,0,0,1,1,0,0,0.333333333333333,21
"215",259,2002,"Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Moderately","No","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Some college","Male",5,"False",-1,5000,1,"False",-1,3300,2,"False",-1,1600,9,"False",-1,4100,8,"False",-1,3100,10,"False",-1,5300,4,"False",-1,5200,6,"False",-1,4300,7,"False",-1,1000,3,"False",-1,4700,"$60,000-$79,999","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Max","5fd1925dd89e4719bc4cb172","Asian","605a97238b31c076407433dd","605990fadf3c32e5e48028c8","{'attCheckEnd': 138175, 'consentEnd': 1857, 'demographicsEnd': 181179, 'introEnd': 17579, 'study0End': 95223, 'study1End': 108343, 'study2End': 119778, 'studyEnd': 130921}","post",138175,1857,181179,17579,95223,108343,119778,130921,"","Max",2,2,2,2,2,2,3,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,1,1.5,0,5000,5000,0,3300,3300,0,1600,1600,0,4100,4100,0,3100,3100,0,5300,5300,0,5200,5200,0,4300,4300,0,1000,1000,0,4700,4700,0,3100,3100,0,5300,5300,0,4700,4700,0,5200,5200,0,5000,5000,0,4300,4300,0,3300,3300,0,4100,4100,0,1000,1000,0,1600,1600,3760,3760,0,0,3,0,0,0,0,0.5,19
"216",260,1998,"Moderately","Moderately","Extremely","Moderately","Somewhat","Extremely","Moderately","Yes","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Male",6,"False",-1,2300,10,"False",-1,2100,8,"False",-1,500,3,"False",-1,900,7,"False",-1,700,1,"False",-1,700,2,"False",-1,300,5,"False",-1,1800,9,"False",-1,1200,4,"False",-1,1100,"More than $150,000","Somewhat","Somewhat","Somewhat","Moderately","Somewhat","Somewhat","Not at all","Slightly","Slightly","Slightly","Slightly","Slightly","Somewhat","Moderate","No","Mean","5fd1a05efb204f1ad9f6e025","Asian","605a9811d979e95b40239fea","605990fadf3c32e5e48028c8","{'attCheckEnd': 120590, 'consentEnd': 2096, 'demographicsEnd': 156645, 'introEnd': 21851, 'study0End': 34503, 'study1End': 46160, 'study2End': 59247, 'studyEnd': 116256}","pre",120590,2096,156645,21851,34503,46160,59247,116256,"","Pre",3,3,4,3,2,4,3,0,1,1,1,1,1,2,2,2,2,3,2,2,3.16666666666667,0.833333333333333,2.16666666666667,2.5,0,2300,2300,0,2100,2100,0,500,500,0,900,900,0,700,700,0,700,700,0,300,300,0,1800,1800,0,1200,1200,0,1100,1100,0,500,500,0,2100,2100,0,900,900,0,1100,1100,0,1800,1800,0,2300,2300,0,700,700,0,1200,1200,0,700,700,0,300,300,1160,1160,0,0,0,1,0,0,0,0.166666666666667,23
"217",261,1994,"Slightly","Moderately","Slightly","Somewhat","Slightly","Slightly","Slightly","Yes","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","Yes","Associate degree or lower","Male",4,"False",-1,1300,5,"False",-1,1100,10,"False",-1,1400,2,"False",-1,2400,1,"False",-1,1500,8,"False",-1,1900,9,"False",-1,2700,6,"False",-1,2500,7,"False",-1,1600,3,"False",-1,2700,"Less than $20,000","Somewhat","Somewhat","Extremely","Extremely","Moderately","Somewhat","Slightly","Slightly","Somewhat","Somewhat","Somewhat","Slightly","Somewhat","Moderate","No","Mean","5fd2c24806a84e0d979fac98","Hispanic","605d22bd79306ccc9e0a05f2","605990fadf3c32e5e48028c8","{'attCheckEnd': 182863, 'consentEnd': 7132, 'demographicsEnd': 244887, 'introEnd': 29454, 'study0End': 50367, 'study1End': 69041, 'study2End': 95445, 'studyEnd': 175560}","pre",182863,7132,244887,29454,50367,69041,95445,175560,"","Pre",1,3,1,2,1,1,1,1,1,2,2,2,1,2,2,2,4,4,3,2,1.5,1.5,2.83333333333333,1.5,0,1300,1300,0,1100,1100,0,1400,1400,0,2400,2400,0,1500,1500,0,1900,1900,0,2700,2700,0,2500,2500,0,1600,1600,0,2700,2700,0,1900,1900,0,1400,1400,0,2700,2700,0,1300,1300,0,1100,1100,0,2500,2500,0,1500,1500,0,2700,2700,0,1600,1600,0,2400,2400,1910,1910,0,2,2,0,2,0,1,1.16666666666667,27
