"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0Eval","img1","img1Eval","img2","img2Eval","img3","img3Eval","img4","img4Eval","img5","img5Eval","img6","img6Eval","img7","img7Eval","img8","img8Eval","img9","img9Eval","income","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","studyEnd","openEnded","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","agencyV","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","patiencyV","img10EvalV","img1EvalV","img7EvalV","img5EvalV","img8EvalV","img6EvalV","img9EvalV","img2EvalV","img3EvalV","img4EvalV","evalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"55",58,1997,"Slightly","Slightly","Slightly","Moderately","Not at all","Somewhat","Moderately",0,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree",0,"Bachelor's degree or lower","Male",10,2700,6,6500,8,7700,5,6100,7,900,9,8700,2,7200,3,2900,1,5800,4,500,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","5de8bc74553cee8280a7dd84","Hispanic","6050412d22412d05cc7e0478","605012aa337705b7329e7998","{'attCheckEnd': 725616, 'consentEnd': 601720, 'demographicsEnd': 764224, 'introEnd': 619952, 'study0End': 655600, 'studyEnd': 715825}","pre",725616,601720,764224,619952,655600,715825,"I think they were interesting and some of them I would even consider to be very pretty. ",1,1,1,3,0,2,3,1.33333333333333,0,0,0,0,0,0,1,0,2700,5800,900,6100,7700,6500,8700,7200,2900,500,4900,1,0,1,1,2,1,1,24
"56",59,2002,"Extremely","Somewhat","Somewhat","Extremely","Slightly","Moderately","Extremely",1,"Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",0,"High school or lower","Male",8,1000,5,1400,1,2000,2,500,7,100,9,2000,6,1500,3,1400,10,1000,4,1300,"$20,000-$39,999","Not at all","Not at all","Slightly","Slightly","Slightly","Slightly","Extremely","Somewhat liberal","No","5dec1c522911273179e44dbe","Caucasian","605040a27e3478f3714c4b15","605012aa337705b7329e7998","{'attCheckEnd': 554285, 'consentEnd': 51761, 'demographicsEnd': 620988, 'introEnd': 61883, 'study0End': 459200, 'studyEnd': 545528}","post",554285,51761,620988,61883,459200,545528,"I really liked a few of them, namely the scenic pictures. I think they all were impressive and captivating.",4,2,2,4,1,3,4,2.66666666666667,0,0,1,1,1,1,4,0.666666666666667,1000,2000,100,1400,1000,1500,2000,500,1400,1300,1220,1,2,1,2,1,2,1.5,19
"57",60,1994,"Moderately","Slightly","Somewhat","Somewhat","Somewhat","Slightly","Moderately",1,"Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"Bachelor's degree or lower","Female",3,1300,6,2500,4,900,2,500,7,700,1,1700,8,4600,5,1700,10,2100,9,5500,"Prefer not to respond","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5e0f443e8205266652153f5e","Hispanic","605031715ced34dfadad4167","605012aa337705b7329e7998","{'attCheckEnd': 304548, 'consentEnd': 28236, 'demographicsEnd': 362097, 'introEnd': 119976, 'study0End': 158756, 'studyEnd': 295714}","pre",304548,28236,362097,119976,158756,295714,"I thought the portraits of people looked a bit unsettling but the landscapes were beautiful",3,1,2,2,2,1,3,1.83333333333333,0,0,0,0,0,0,0,0,2100,1700,700,1700,4600,2500,5500,500,1300,900,2150,2,3,2,3,2,2,2.33333333333333,27
"58",63,1994,"Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all",0,"Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree",0,"Associate degree or lower","Male",7,1300,4,2900,2,200,8,1700,5,3100,1,400,9,5500,6,1000,10,1300,3,700,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","5e56f473f67ab209c0d66f70","Other","605015017c08db6d9ae23fd9","605012aa337705b7329e7998","{'attCheckEnd': 183198, 'consentEnd': 7399, 'demographicsEnd': 245482, 'introEnd': 22878, 'study0End': 76601, 'studyEnd': 170988}","pre",183198,7399,245482,22878,76601,170988,"",1,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,1300,400,1300,3100,1700,1000,5500,200,700,2900,1810,3,0,4,3,3,3,2.66666666666667,27
"59",64,1995,"Slightly","Extremely","Somewhat","Moderately","Slightly","Moderately","Somewhat",1,"Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",0,"Bachelor's degree or lower","Female",8,8700,3,10000,9,9000,5,8000,2,9700,10,8500,1,9600,4,8100,6,8400,7,5300,"$60,000-$79,999","Not at all","Somewhat","Not at all","Not at all","Not at all","Slightly","Slightly","Somewhat conservative","No","5e5ca080bb37ff47b09dd4cc","Asian","60503170ffdcbe15b88bb38a","605012aa337705b7329e7998","{'attCheckEnd': 107888, 'consentEnd': 1785, 'demographicsEnd': 144866, 'introEnd': 13048, 'study0End': 59208, 'studyEnd': 100655}","post",107888,1785,144866,13048,59208,100655,"",1,4,2,3,1,3,2,2.33333333333333,0,2,0,0,0,1,1,0.5,8500,9600,5300,8000,8700,8400,9000,9700,10000,8100,8530,1,0,4,2,2,3,2,26
"60",66,1998,"Slightly","Slightly","Slightly","Somewhat","Slightly","Slightly","Somewhat",1,"Strongly Agree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",1,"Bachelor's degree or lower","Female",3,1200,2,1000,4,3300,6,3000,5,2500,9,1700,7,1400,10,3800,8,3500,1,1800,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","5e75686e5312ee0dab42c6df","Asian","605042078ce471b92a1d0dc9","605012aa337705b7329e7998","{'attCheckEnd': 120593, 'consentEnd': 20119, 'demographicsEnd': 167288, 'introEnd': 33619, 'study0End': 61035, 'studyEnd': 112069}","pre",120593,20119,167288,33619,61035,112069,"",1,1,1,2,1,1,2,1.16666666666667,0,0,0,0,0,0,0,0,3800,1800,1400,2500,3500,3000,1700,1000,1200,3300,2320,0,1,2,1,0,1,0.833333333333333,23
"61",68,2000,"Not at all","Slightly","Slightly","Slightly","Not at all","Slightly","Moderately",0,"Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree",0,"Some college","Male",5,2000,9,2000,8,2000,7,100,1,2000,4,300,6,600,3,100,2,400,10,300,"$80,000-$99,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Moderate","No","5e8b149e1f49d702dadae9ab","Asian","605031692a01a634d71a1d7e","605012aa337705b7329e7998","{'attCheckEnd': 89599, 'consentEnd': 3058, 'demographicsEnd': 122768, 'introEnd': 15414, 'study0End': 57580, 'studyEnd': 82455}","post",89599,3058,122768,15414,57580,82455,"",0,1,1,1,0,1,3,0.666666666666667,0,0,0,0,0,0,1,0,300,2000,100,2000,2000,600,2000,400,100,300,980,1,0,1,3,1,1,1.16666666666667,21
"62",69,1983,"Extremely","Moderately","Somewhat","Somewhat","Moderately","Extremely","Somewhat",1,"Strongly Agree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"Bachelor's degree or lower","Female",6,100,4,100,9,700,10,100,5,100,3,1400,7,400,1,5200,2,5700,8,400,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Slightly","Not at all","Not at all","Liberal","No","5e8b536da16d8c01c1e8b794","Caucasian","605030d80993282c0963269e","605012aa337705b7329e7998","{'attCheckEnd': 146403, 'consentEnd': 18615, 'demographicsEnd': 187256, 'introEnd': 31262, 'study0End': 59592, 'studyEnd': 137974}","pre",146403,18615,187256,31262,59592,137974,"They were extremely generic and unimpressive. I don't understand why anyone would prefer this over something an actual person made.",4,3,2,2,3,4,2,3,0,0,0,0,1,0,0,0.166666666666667,100,5200,400,100,400,100,700,5700,1400,100,1420,2,1,0,4,2,2,1.83333333333333,38
"63",70,1996,"Slightly","Somewhat","Slightly","Moderately","Somewhat","Somewhat","Somewhat",1,"Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree",0,"Graduate degree","Male",7,1000,3,3000,1,2500,6,5000,8,4000,9,4500,5,3000,2,1000,4,8000,10,9500,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5e8cfdc6ef455e0bb5293900","Caucasian","60504169f8fd7b00b689312b","605012aa337705b7329e7998","{'attCheckEnd': 156569, 'consentEnd': 5824, 'demographicsEnd': 212167, 'introEnd': 29056, 'study0End': 61397, 'studyEnd': 137510}","pre",156569,5824,212167,29056,61397,137510,"Interestings portraits, and beautiful landscapes",1,2,1,3,2,2,2,1.83333333333333,0,0,0,0,0,0,0,0,9500,2500,1000,3000,4000,5000,4500,1000,3000,8000,4150,3,1,3,3,0,0,1.66666666666667,25
"64",71,1978,"Extremely","Extremely","Moderately","Extremely","Moderately","Moderately","Extremely",0,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree",0,"High school or lower","Female",9,900,6,400,4,200,1,1000,7,2200,3,2600,5,400,10,700,2,1300,8,2300,"$60,000-$79,999","Not at all","Slightly","Slightly","Slightly","Somewhat","Slightly","Somewhat","Liberal","No","5ea3896bc30a7731fd3251bf","Caucasian","60502e97d9e6d9aa83f42018","605012aa337705b7329e7998","{'attCheckEnd': 158199, 'consentEnd': 10296, 'demographicsEnd': 216628, 'introEnd': 44921, 'study0End': 108185, 'studyEnd': 145015}","post",158199,10296,216628,44921,108185,145015,"",4,4,3,4,3,3,4,3.5,0,1,1,1,2,1,2,1,700,1000,2200,400,2300,400,900,1300,2600,200,1200,0,0,0,2,0,0,0.333333333333333,43
"65",72,1982,"Extremely","Moderately","Moderately","Extremely","Somewhat","Moderately","Moderately",0,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree",0,"Graduate degree","Female",2,300,8,500,4,200,5,3000,6,3800,1,7500,9,9000,7,3000,10,4000,3,5000,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5ea523b2a7782138712c7e1b","Hispanic","60503084bcfaed2160733f37","605012aa337705b7329e7998","{'attCheckEnd': 264175, 'consentEnd': 29596, 'demographicsEnd': 313856, 'introEnd': 45631, 'study0End': 142937, 'studyEnd': 251788}","pre",264175,29596,313856,45631,142937,251788,"Impressive",4,3,3,4,2,3,3,3.16666666666667,0,0,0,0,0,0,0,0,4000,7500,3000,3000,500,3800,9000,300,5000,200,3630,1,0,1,1,0,0,0.5,39
"66",73,2000,"Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Somewhat",1,"Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"High school or lower","Male",3,200,8,1300,7,1600,1,1800,5,9000,6,5900,10,300,2,2200,9,1700,4,1800,"$100,000-$150,000","Slightly","Not at all","Somewhat","Slightly","Not at all","Slightly","Slightly","Prefer not to respond","No","5eaa6c41aafdd81fe0b58d25","Hispanic","60502e03dae80d8c4cd0bd1b","605012aa337705b7329e7998","{'attCheckEnd': 127258, 'consentEnd': 2618, 'demographicsEnd': 188051, 'introEnd': 19580, 'study0End': 96206, 'studyEnd': 119378}","post",127258,2618,188051,19580,96206,119378,"",1,1,1,1,1,1,2,1,1,0,2,1,0,1,1,0.833333333333333,300,1800,1600,9000,1300,5900,1700,2200,200,1800,2580,3,2,2,2,2,2,2.16666666666667,21
"67",74,1993,"Somewhat","Not at all","Not at all","Somewhat","Slightly","Not at all","Somewhat",1,"Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree",0,"Graduate degree","Female",5,2000,3,1500,2,1700,9,1200,4,1000,10,1300,8,800,7,500,6,1200,1,1800,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","5eb076d4438b1812aa3b6157","Asian","60502d0bd0e38971dfb0a87f","605012aa337705b7329e7998","{'attCheckEnd': 212781, 'consentEnd': 23061, 'demographicsEnd': 254885, 'introEnd': 42101, 'study0End': 97289, 'studyEnd': 200020}","pre",212781,23061,254885,42101,97289,200020,"The artworks looked just like they were created by a human being's hands.",2,0,0,2,1,0,2,0.833333333333333,0,0,0,0,0,0,0,0,1300,1800,500,2000,800,1200,1200,1700,1500,1000,1300,3,1,3,3,3,3,2.66666666666667,28
"68",75,1987,"Somewhat","Moderately","Extremely","Moderately","Moderately","Extremely","Somewhat",0,"Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",0,"Graduate degree","Male",5,1200,9,2500,4,2200,3,2500,1,4800,7,1800,2,4800,8,600,10,1000,6,500,"More than $150,000","Not at all","Not at all","Slightly","Not at all","Slightly","Not at all","Slightly","Liberal","No","5eb0deb2bd00da19c156f390","Asian","60502f4f12450064ec7e0ebf","605012aa337705b7329e7998","{'attCheckEnd': 136573, 'consentEnd': 9498, 'demographicsEnd': 180565, 'introEnd': 28506, 'study0End': 78151, 'studyEnd': 126306}","pre",136573,9498,180565,28506,78151,126306,"",2,3,4,3,3,4,2,3.16666666666667,0,0,1,0,1,0,1,0.333333333333333,1000,4800,1800,1200,600,500,2500,4800,2500,2200,2190,1,1,1,1,0,1,0.833333333333333,34
"69",76,2000,"Slightly","Moderately","Somewhat","Somewhat","Extremely","Moderately","Slightly",1,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",1,"Associate degree or lower","Male",8,7200,6,8300,4,2200,10,1300,5,700,1,10000,7,100,2,700,9,8300,3,3200,"$40,000-$59,999","Not at all","Slightly","Not at all","Somewhat","Not at all","Not at all","Somewhat","Liberal","No","5eb17f08f6e7c307eb99095d","Caucasian","60505507088fe442acb83fc7","605012aa337705b7329e7998","{'attCheckEnd': 82453, 'consentEnd': 2166, 'demographicsEnd': 210190, 'introEnd': 12821, 'study0End': 51613, 'studyEnd': 77278}","post",82453,2166,210190,12821,51613,77278,"I enjoyed the images, they felt picked out well.",1,3,2,2,4,3,1,2.5,0,1,0,2,0,0,2,0.5,1300,10000,100,700,7200,8300,8300,700,3200,2200,4200,1,1,1,1,1,1,1,21
"70",77,1984,"Moderately","Moderately","Somewhat","Extremely","Not at all","Slightly","Extremely",0,"Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree",0,"Some college","Male",8,5000,3,6300,2,3700,10,7300,1,8000,7,3600,4,7000,5,9300,9,6900,6,5300,"More than $150,000","Not at all","Slightly","Slightly","Slightly","Somewhat","Slightly","Slightly","Moderate","No","5ebea06f9d56a105c10f6315","Caucasian","60501a63ae47b113628f4e79","605012aa337705b7329e7998","{'attCheckEnd': 116507, 'consentEnd': 7607, 'demographicsEnd': 155604, 'introEnd': 24759, 'study0End': 74742, 'studyEnd': 106652}","post",116507,7607,155604,24759,74742,106652,"they were very good, comparable to different art movements. they seemed like they could have been made by a human",3,3,2,4,0,1,4,2.16666666666667,0,1,1,1,2,1,1,1,7300,8000,3600,9300,5000,5300,6900,3700,6300,7000,6240,2,1,1,3,1,3,1.83333333333333,37
"71",78,1997,"Extremely","Extremely","Extremely","Extremely","Slightly","Extremely","Extremely",0,"Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",0,"Graduate degree","Male",8,1100,9,1300,3,500,7,200,4,300,6,300,1,1600,5,700,10,100,2,900,"$40,000-$59,999","Not at all","Somewhat","Slightly","Somewhat","Extremely","Slightly","Somewhat","Somewhat liberal","No","5ec304096b19ae13f1df0a6e","Asian","60502d2ef74c6db4bdf58d59","605012aa337705b7329e7998","{'attCheckEnd': 352828, 'consentEnd': 2256, 'demographicsEnd': 387539, 'introEnd': 217094, 'study0End': 256419, 'studyEnd': 345498}","pre",352828,2256,387539,217094,256419,345498,"",4,4,4,4,1,4,4,3.5,0,2,1,2,4,1,2,1.66666666666667,100,1600,200,700,1100,300,1300,900,500,300,700,1,1,1,1,1,1,1,24
"72",79,1985,"Slightly","Somewhat","Somewhat","Moderately","Somewhat","Slightly","Slightly",0,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",0,"Bachelor's degree or lower","Female",3,2500,7,1500,9,800,10,500,8,2200,1,5800,5,4700,4,3700,2,2400,6,3900,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","5ec851cd5e67853287dbb063","Caucasian","60502010c6fd6223b31e682e","605012aa337705b7329e7998","{'attCheckEnd': 137041, 'consentEnd': 6087, 'demographicsEnd': 176642, 'introEnd': 23041, 'study0End': 97765, 'studyEnd': 126747}","post",137041,6087,176642,23041,97765,126747,"They were interesting. Some looked amateurish and some showcased specific techniques that made them seem worth something. Would have been nice to see what they were actually worth after our evaluations.",1,2,2,3,2,1,1,1.83333333333333,0,0,0,0,0,0,0,0,500,5800,1500,4700,2200,3900,800,2400,2500,3700,2800,1,1,2,1,1,1,1.16666666666667,36
"73",80,1985,"Extremely","Somewhat","Not at all","Slightly","Slightly","Moderately","Extremely",1,"Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree",1,"Graduate degree","Male",1,100,9,100,10,200,5,200,2,100,7,0,4,200,8,100,3,100,6,200,"$60,000-$79,999","Somewhat","Slightly","Slightly","Slightly","Slightly","Slightly","Moderately","Liberal","No","5ecea7b4f50eea0ef5a8cdc0","Caucasian","60502f20bffba24abb5f4328","605012aa337705b7329e7998","{'attCheckEnd': 217678, 'consentEnd': 9176, 'demographicsEnd': 279000, 'introEnd': 37701, 'study0End': 91491, 'studyEnd': 196735}","pre",217678,9176,279000,37701,91491,196735,"The images were pleasing. I don't think the range of values 0-10000 dollars in increments of 100 was appropriate however.",4,2,0,1,1,3,4,1.83333333333333,2,1,1,1,1,1,3,1.16666666666667,200,100,0,200,100,200,100,100,100,200,130,2,0,3,1,1,3,1.66666666666667,36
"74",81,1984,"Not at all","Not at all","Slightly","Slightly","Not at all","Not at all","Slightly",1,"Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree",0,"Bachelor's degree or lower","Female",8,400,3,1400,7,6500,6,1200,2,2700,5,600,1,3500,10,1800,4,3600,9,4600,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Conservative","No","5ed2958cf3d85d0880db5011","Caucasian","6050326a57f6a966e3d35696","605012aa337705b7329e7998","{'attCheckEnd': 136632, 'consentEnd': 23188, 'demographicsEnd': 188242, 'introEnd': 38493, 'study0End': 68515, 'studyEnd': 129800}","pre",136632,23188,188242,38493,68515,129800,"They were beautiful, but knowing they came from an AI program turned me off to them because I knew there was no inspiration or story behind the images. ",0,0,1,1,0,0,1,0.333333333333333,0,0,0,0,0,0,0,0,1800,3500,6500,600,400,1200,4600,2700,1400,3600,2630,2,0,3,4,3,2,2.33333333333333,37
"75",82,1981,"Moderately","Not at all","Not at all","Slightly","Not at all","Slightly","Moderately",1,"Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",0,"Graduate degree","Female",1,2500,9,3000,4,3500,5,6200,3,6500,6,3600,8,400,10,3200,7,7500,2,1500,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5ed8565f3b309d18f2a0b194","Caucasian","605040b85638d31d6a885628","605012aa337705b7329e7998","{'attCheckEnd': 300461, 'consentEnd': 42815, 'demographicsEnd': 360268, 'introEnd': 60959, 'study0End': 221633, 'studyEnd': 287973}","post",300461,42815,360268,60959,221633,287973,"",3,0,0,1,0,1,3,0.833333333333333,0,0,0,0,0,0,0,0,3200,2500,7500,6200,400,3600,3000,1500,6500,3500,3790,1,0,0,1,0,1,0.5,40
"76",83,1999,"Somewhat","Slightly","Moderately","Extremely","Extremely","Slightly","Extremely",0,"Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Agree",0,"High school or lower","Female",3,7700,9,10000,10,4500,6,7000,1,9000,5,3300,2,2800,7,500,4,3000,8,3800,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Conservative","No","5edb15e94aaed578887b44ae","Caucasian","605042178437971b5f1791dd","605012aa337705b7329e7998","{'attCheckEnd': 146159, 'consentEnd': 7607, 'demographicsEnd': 197879, 'introEnd': 26370, 'study0End': 94991, 'studyEnd': 135056}","post",146159,7607,197879,26370,94991,135056,"I thought they were pretty",2,1,3,4,4,1,4,2.5,0,0,0,0,0,0,1,0,4500,9000,500,3300,3800,7000,10000,2800,7700,3000,5160,0,1,0,2,0,4,1.16666666666667,22
"77",84,2000,"Somewhat","Moderately","Somewhat","Moderately","Somewhat","Moderately","Moderately",0,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",1,"Some college","Male",6,3000,3,7000,9,6500,7,2000,5,3000,10,3000,2,5000,8,7500,1,7000,4,4000,"$60,000-$79,999","Slightly","Somewhat","Slightly","Somewhat","Somewhat","Somewhat","Extremely","Somewhat liberal","No","5ee0c244c68c754255de45dc","Caucasian","60504206b3076d2669fa0581","605012aa337705b7329e7998","{'attCheckEnd': 122138, 'consentEnd': 8725, 'demographicsEnd': 186916, 'introEnd': 28501, 'study0End': 80994, 'studyEnd': 112260}","post",122138,8725,186916,28501,80994,112260,"I am not a big fan of images of that type but they were looking pretty good",2,3,2,3,2,3,3,2.5,1,2,1,2,2,2,4,1.66666666666667,3000,7000,2000,3000,7500,3000,6500,5000,7000,4000,4800,1,1,0,1,0,1,0.666666666666667,21
"78",85,1980,"Extremely","Extremely","Moderately","Moderately","Moderately","Extremely","Extremely",0,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree",1,"Graduate degree","Male",10,3300,8,4500,7,4200,9,6200,5,5100,3,4600,6,4900,4,5800,1,4100,2,4500,"$100,000-$150,000","Moderately","Extremely","Slightly","Extremely","Somewhat","Slightly","Extremely","Conservative","No","5ee1267e2a8a214f2680b7f4","Caucasian","60502c2a5adf9897071a3e40","605012aa337705b7329e7998","{'attCheckEnd': 963791, 'consentEnd': 83543, 'demographicsEnd': 1010011, 'introEnd': 123401, 'study0End': 902908, 'studyEnd': 955519}","post",963791,83543,1010011,123401,902908,955519,"",4,4,3,3,3,4,4,3.5,3,4,1,4,2,1,4,2.5,3300,4100,4200,5100,4500,4900,6200,4500,4600,5800,4720,0,0,1,3,1,1,1,41
"79",86,2001,"Somewhat","Slightly","Slightly","Somewhat","Slightly","Moderately","Slightly",0,"Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree",0,"Some college","Male",8,200,3,100,2,200,9,300,6,100,7,0,5,100,4,100,1,300,10,0,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5ee1aff5d156f20008c98012","Caucasian","605042131faf1d5710afd967","605012aa337705b7329e7998","{'attCheckEnd': 111407, 'consentEnd': 2112, 'demographicsEnd': 144888, 'introEnd': 13776, 'study0End': 77487, 'studyEnd': 104529}","post",111407,2112,144888,13776,77487,104529,"They were all pretty good or ok. If you had told me those were created by a person I most definitely would've believed that, and I would've thought they were worth more if they were created by a person to. Something just feels unauthentic about AI creating paintings, although like I said they were pretty good. ",2,1,1,2,1,3,1,1.66666666666667,0,0,0,0,0,0,0,0,0,300,0,100,200,100,300,200,100,100,140,1,2,3,1,1,2,1.66666666666667,20
"80",88,1996,"Moderately","Slightly","Slightly","Slightly","Slightly","Not at all","Moderately",0,"Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",1,"Bachelor's degree or lower","Male",10,1500,5,2000,3,1000,7,500,9,2500,6,2000,8,3000,2,1500,4,500,1,1000,"More than $150,000","Not at all","Slightly","Not at all","Not at all","Slightly","Not at all","Not at all","Somewhat liberal","No","5eec780232fae0000b70b506","Caucasian","6050416564182d267dccc588","605012aa337705b7329e7998","{'attCheckEnd': 203267, 'consentEnd': 35405, 'demographicsEnd': 258750, 'introEnd': 58865, 'study0End': 133087, 'studyEnd': 192226}","post",203267,35405,258750,58865,133087,192226,"They all looked pretty realistic in terms of being believable that they were real paintings.  If it wasn't said at the beginning of the survey that they were AI generated images I don't think I would be able to tell the difference.",3,1,1,1,1,0,3,1.16666666666667,0,1,0,0,1,0,0,0.333333333333333,1500,1000,500,2000,3000,2000,2500,1500,1000,500,1550,0,2,0,0,0,0,0.333333333333333,25
"81",89,1958,"Moderately","Somewhat","Slightly","Somewhat","Slightly","Moderately","Extremely",1,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",0,"Graduate degree","Female",4,100,3,100,8,100,10,200,5,100,9,100,1,100,7,100,6,100,2,100,"$60,000-$79,999","Not at all","Slightly","Slightly","Somewhat","Slightly","Not at all","Moderately","Liberal","No","5eed61d5177a731996a1ef2e","Caucasian","60502e48d31491b8b9df7cf9","605012aa337705b7329e7998","{'attCheckEnd': 210842, 'consentEnd': 13409, 'demographicsEnd': 253978, 'introEnd': 30110, 'study0End': 67570, 'studyEnd': 199565}","pre",210842,13409,253978,30110,67570,199565,"eh ... they look a lot like composites/memories of other art historical paintings that the AI grabbed snippets of to make the images",3,2,1,2,1,3,4,2,0,1,1,2,1,0,3,0.833333333333333,200,100,100,100,100,100,100,100,100,100,110,0,0,0,0,0,0,0,63
